Cod_Col;Nombre;Latitud;Longitud;Departamento;Municipio;Sector;Estrato;Naturaleza;Calendario;Genero;Categoria;Total;Matematica;Ciencias_Naturales;Ciencias_Sociales;Lectura_critica;Ingles
105837000000;I.E. FRANCISCO LUIS VALDERRAMA VALDERRAMA;8.093444263;-76.72211688;ANTIOQUIA;TURBO;Urbano;Estrato 1;OFICIAL;A;MIXTO;D;0.6092;0.5878;0.6043;0.5974;0.66;0.5714
105837000000;I.E. TURBO;8.091357812;-76.71978668;ANTIOQUIA;TURBO;Urbano;Estrato 1;OFICIAL;A;MIXTO;D;0.5777;0.5529;0.5764;0.5608;0.6202;0.5795
105837000000;I.E. NORMAL SUPERIOR DE URABA;8.100097669;-76.71650435;ANTIOQUIA;TURBO;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.6437;0.624;0.6416;0.6309;0.6896;0.6093
105842000000;I. E. SAN JOSE;6.900166924;-76.17412549;ANTIOQUIA;URAMITA;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.6536;0.6509;0.6393;0.6525;0.6947;0.5851
105847000000;I. E. R. JAIPERA;6.326552063;-76.13523432;ANTIOQUIA;URRAO;Urbano;Estrato 2;OFICIAL;A;MIXTO;D;0.61;0.6137;0.5943;0.5871;0.6532;0.5845
105847000000;I. E. ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA;6.315982747;-76.13617928;ANTIOQUIA;URRAO;Urbano;Estrato 2;OFICIAL;A;MIXTO;B;0.705;0.7067;0.6948;0.6999;0.7358;0.6539
105847000000;I. E. MONSE—OR J. IVAN CADAVID GUTIERREZ;6.313056;-76.130833;ANTIOQUIA;URRAO;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.6592;0.6515;0.6524;0.6581;0.6889;0.6167
105854000000;I. E. VALDIVIA;7.291111;-75.391944;ANTIOQUIA;VALDIVIA;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.632;0.6105;0.6371;0.6314;0.6596;0.6007
105856000000;I. E. RAFAEL URIBE URIBE;5.616189269;-75.62289962;ANTIOQUIA;VALPARAÕSO;Urbano;Estrato 2;OFICIAL;A;MIXTO;B;0.6843;0.6996;0.6685;0.6765;0.7023;0.6549
105858000000;I. E. EFE GOMEZ;6.76999;-74.79693899;ANTIOQUIA;VEGACHÕ;Urbano;Estrato 2;OFICIAL;A;MIXTO;C;0.6524;0.6452;0.6376;0.6396;0.6936;0.6329
105861000000;I. E. SAN JOSE DE VENECIA;5.960067257;-75.73465947;ANTIOQUIA;VENECIA;Urbano;Estrato 2;OFICIAL;A;MIXTO;B;0.6767;0.6738;0.6569;0.6725;0.7187;0.6316
105885000000;I. E. LORENZO YALI;6.675942921;-74.84321148;ANTIOQUIA;YALÕ;Urbano;Estrato 2;OFICIAL;A;MIXTO;B;0.6837;0.6806;0.662;0.6819;0.7162;0.6659
105887000000;I. E. SAN LUIS;6.965532489;-75.41588948;ANTIOQUIA;YARUMAL;Urbano;Estrato 2;OFICIAL;A;MIXTO;A;0.73;0.7345;0.7222;0.7302;0.7515;0.6746
105890000000;I. E. EDUARDO AGUILAR;6.597318998;-75.01176779;ANTIOQUIA;YOLOMB”;Urbano;Estrato 2;OFICIAL;A;MIXTO;C;0.633;0.6233;0.6273;0.62;0.6727;0.5989
105890000000;I. E. ESCUELA NORMAL SUPERIOR DEL NORDESTE;6.59311787;-75.01611471;ANTIOQUIA;YOLOMB”;Urbano;Estrato 2;OFICIAL;A;MIXTO;C;0.6548;0.6664;0.6263;0.6429;0.6965;0.6159
105893000000;I. E. LUIS EDUARDO DIAZ;7.011612527;-73.90778738;ANTIOQUIA;YOND”;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.6485;0.6471;0.6586;0.6198;0.6726;0.6362
105895000000;I. E. FRANCISCO DE PAULA SANTANDER;7.492154457;-74.86729037;ANTIOQUIA;ZARAGOZA;Urbano;Estrato 1;OFICIAL;A;MIXTO;C;0.6309;0.6416;0.6459;0.6023;0.6531;0.5724
